"","Anno","Mese","NaturaIncidente","Incidenti","Feriti","Morti"
"555",2006,2,"Scontro laterale",89,108,0
"556",2006,2,"Tamponamento",101,155,0
"557",2006,2,"Urto con ostacolo",47,51,3
"558",2006,2,"Urto con veicolo in fermata o sosta",112,137,1
"559",2006,3,"Altre cause",31,34,0
"560",2006,3,"Fuoriuscita, sbandamento",112,124,0
"561",2006,3,"Investimento pedone",160,184,0
"562",2006,3,"Scontro frontale",28,35,1
"563",2006,3,"Scontro frontale - laterale",461,661,1
"564",2006,3,"Scontro laterale",129,159,0
"565",2006,3,"Tamponamento",152,227,0
"566",2006,3,"Urto con ostacolo",72,89,0
"567",2006,3,"Urto con veicolo in fermata o sosta",151,206,2
"568",2006,4,"Altre cause",27,30,0
"569",2006,4,"Fuoriuscita, sbandamento",90,100,0
"570",2006,4,"Investimento pedone",106,139,2
"571",2006,4,"Scontro frontale",16,25,0
"572",2006,4,"Scontro frontale - laterale",434,641,0
"573",2006,4,"Scontro laterale",142,165,0
"574",2006,4,"Tamponamento",161,231,0
"575",2006,4,"Urto con ostacolo",52,60,2
"576",2006,4,"Urto con veicolo in fermata o sosta",146,212,1
"577",2006,5,"Altre cause",38,43,0
"578",2006,5,"Fuoriuscita, sbandamento",141,146,0
"579",2006,5,"Investimento pedone",153,178,4
"580",2006,5,"Scontro frontale",23,32,0
"581",2006,5,"Scontro frontale - laterale",466,709,0
"582",2006,5,"Scontro laterale",205,238,0
"583",2006,5,"Tamponamento",175,267,0
"584",2006,5,"Urto con ostacolo",63,71,1
"585",2006,5,"Urto con veicolo in fermata o sosta",147,198,1
"586",2006,6,"Altre cause",43,47,1
"587",2006,6,"Fuoriuscita, sbandamento",150,156,1
"588",2006,6,"Investimento pedone",131,173,2
"589",2006,6,"Scontro frontale",39,52,0
"590",2006,6,"Scontro frontale - laterale",504,722,0
"591",2006,6,"Scontro laterale",191,223,1
"592",2006,6,"Tamponamento",170,260,1
"593",2006,6,"Urto con ostacolo",74,92,0
"594",2006,6,"Urto con veicolo in fermata o sosta",163,200,1
"595",2006,7,"Altre cause",26,28,0
"596",2006,7,"Fuoriuscita, sbandamento",158,176,1
"597",2006,7,"Investimento pedone",128,157,2
"598",2006,7,"Scontro frontale",13,22,0
"599",2006,7,"Scontro frontale - laterale",478,699,5
"600",2006,7,"Scontro laterale",177,205,3
"601",2006,7,"Tamponamento",150,241,0
"602",2006,7,"Urto con ostacolo",74,90,2
"603",2006,7,"Urto con veicolo in fermata o sosta",138,185,1
"604",2006,8,"Altre cause",26,31,0
"605",2006,8,"Fuoriuscita, sbandamento",79,84,1
"606",2006,8,"Investimento pedone",47,51,0
"607",2006,8,"Scontro frontale",14,19,1
"608",2006,8,"Scontro frontale - laterale",227,380,0
"609",2006,8,"Scontro laterale",76,104,2
"610",2006,8,"Tamponamento",73,120,0
"611",2006,8,"Urto con ostacolo",63,75,0
"612",2006,8,"Urto con veicolo in fermata o sosta",77,116,1
"613",2006,9,"Altre cause",27,33,0
"614",2006,9,"Fuoriuscita, sbandamento",148,159,1
"615",2006,9,"Investimento pedone",144,173,1
"616",2006,9,"Scontro frontale",19,31,0
"617",2006,9,"Scontro frontale - laterale",405,618,0
"618",2006,9,"Scontro laterale",166,193,1
"619",2006,9,"Tamponamento",150,232,0
"620",2006,9,"Urto con ostacolo",53,62,1
"621",2006,9,"Urto con veicolo in fermata o sosta",151,201,0
"622",2006,10,"Altre cause",34,35,0
"623",2006,10,"Fuoriuscita, sbandamento",150,173,0
"624",2006,10,"Investimento pedone",151,177,4
"625",2006,10,"Scontro frontale",29,38,0
"626",2006,10,"Scontro frontale - laterale",515,723,2
"627",2006,10,"Scontro laterale",188,215,1
"628",2006,10,"Tamponamento",170,269,1
"629",2006,10,"Urto con ostacolo",65,78,0
"630",2006,10,"Urto con veicolo in fermata o sosta",169,221,0
"631",2006,11,"Altre cause",27,27,0
"632",2006,11,"Fuoriuscita, sbandamento",140,149,0
"633",2006,11,"Investimento pedone",190,227,3
"634",2006,11,"Scontro frontale",28,40,1
"635",2006,11,"Scontro frontale - laterale",493,748,0
"636",2006,11,"Scontro laterale",152,175,0
"637",2006,11,"Tamponamento",156,232,0
"638",2006,11,"Urto con ostacolo",79,102,0
"639",2006,11,"Urto con veicolo in fermata o sosta",171,250,0
"640",2006,12,"Altre cause",23,25,0
"641",2006,12,"Fuoriuscita, sbandamento",101,103,1
"642",2006,12,"Investimento pedone",174,202,2
"643",2006,12,"Scontro frontale",25,38,0
"644",2006,12,"Scontro frontale - laterale",453,671,3
"645",2006,12,"Scontro laterale",140,167,0
"646",2006,12,"Tamponamento",154,234,0
"647",2006,12,"Urto con ostacolo",76,99,1
"648",2006,12,"Urto con veicolo in fermata o sosta",119,161,0
"649",2007,1,"Altre cause",22,24,1
"650",2007,1,"Fuoriuscita, sbandamento",101,103,0
"651",2007,1,"Investimento pedone",175,199,1
"652",2007,1,"Scontro frontale",25,30,0
"653",2007,1,"Scontro frontale - laterale",379,552,1
"654",2007,1,"Scontro laterale",118,141,1
"655",2007,1,"Tamponamento",110,174,0
"656",2007,1,"Urto con ostacolo",68,79,0
"657",2007,1,"Urto con veicolo in fermata o sosta",125,177,0
"658",2007,2,"Altre cause",10,12,0
"659",2007,2,"Fuoriuscita, sbandamento",75,79,0
"660",2007,2,"Investimento pedone",138,166,2
"661",2007,2,"Scontro frontale",22,29,1
"662",2007,2,"Scontro frontale - laterale",398,614,1
"663",2007,2,"Scontro laterale",131,156,0
"664",2007,2,"Tamponamento",110,180,0
"665",2007,2,"Urto con ostacolo",49,53,3
"666",2007,2,"Urto con veicolo in fermata o sosta",125,174,1
"667",2007,3,"Altre cause",24,26,0
"668",2007,3,"Fuoriuscita, sbandamento",144,149,2
"669",2007,3,"Investimento pedone",138,169,2
"670",2007,3,"Scontro frontale",28,37,0
"671",2007,3,"Scontro frontale - laterale",444,649,4
"672",2007,3,"Scontro laterale",142,165,1
"673",2007,3,"Tamponamento",145,219,1
"674",2007,3,"Urto con ostacolo",56,64,2
"675",2007,3,"Urto con veicolo in fermata o sosta",150,197,0
"676",2007,4,"Altre cause",34,43,0
"677",2007,4,"Fuoriuscita, sbandamento",109,123,0
"678",2007,4,"Investimento pedone",136,163,1
"679",2007,4,"Scontro frontale",17,24,0
"680",2007,4,"Scontro frontale - laterale",418,629,3
"681",2007,4,"Scontro laterale",144,176,1
"682",2007,4,"Tamponamento",129,201,0
"683",2007,4,"Urto con ostacolo",47,49,1
"684",2007,4,"Urto con veicolo in fermata o sosta",157,235,0
"685",2007,5,"Altre cause",16,16,0
"686",2007,5,"Fuoriuscita, sbandamento",170,180,1
"687",2007,5,"Investimento pedone",176,222,2
"688",2007,5,"Scontro frontale",26,38,1
"689",2007,5,"Scontro frontale - laterale",453,648,2
"690",2007,5,"Scontro laterale",172,213,0
"691",2007,5,"Tamponamento",148,228,0
"692",2007,5,"Urto con ostacolo",61,74,0
"693",2007,5,"Urto con veicolo in fermata o sosta",162,225,0
"694",2007,6,"Altre cause",22,27,0
"695",2007,6,"Fuoriuscita, sbandamento",156,173,0
"696",2007,6,"Investimento pedone",125,146,4
"697",2007,6,"Scontro frontale",25,32,0
"698",2007,6,"Scontro frontale - laterale",461,669,2
"699",2007,6,"Scontro laterale",168,209,0
"700",2007,6,"Tamponamento",141,237,0
"701",2007,6,"Urto con ostacolo",61,75,2
"702",2007,6,"Urto con veicolo in fermata o sosta",156,210,0
"703",2007,7,"Altre cause",31,34,1
"704",2007,7,"Fuoriuscita, sbandamento",159,172,1
"705",2007,7,"Investimento pedone",144,175,1
"706",2007,7,"Scontro frontale",30,44,2
"707",2007,7,"Scontro frontale - laterale",463,696,1
"708",2007,7,"Scontro laterale",141,167,0
"709",2007,7,"Tamponamento",154,222,0
"710",2007,7,"Urto con ostacolo",58,62,2
"711",2007,7,"Urto con veicolo in fermata o sosta",156,225,1
"712",2007,8,"Altre cause",9,9,0
"713",2007,8,"Fuoriuscita, sbandamento",84,95,0
"714",2007,8,"Investimento pedone",51,63,2
"715",2007,8,"Scontro frontale",9,18,0
"716",2007,8,"Scontro frontale - laterale",242,375,2
"717",2007,8,"Scontro laterale",62,67,1
"718",2007,8,"Tamponamento",72,118,0
"719",2007,8,"Urto con ostacolo",45,58,2
"720",2007,8,"Urto con veicolo in fermata o sosta",64,81,0
"721",2007,9,"Altre cause",27,28,0
"722",2007,9,"Fuoriuscita, sbandamento",153,166,1
"723",2007,9,"Investimento pedone",160,190,1
"724",2007,9,"Scontro frontale",22,30,0
"725",2007,9,"Scontro frontale - laterale",387,542,1
"726",2007,9,"Scontro laterale",171,199,0
"727",2007,9,"Tamponamento",176,294,0
"728",2007,9,"Urto con ostacolo",59,66,0
"729",2007,9,"Urto con veicolo in fermata o sosta",152,200,1
"730",2007,10,"Altre cause",27,33,0
"731",2007,10,"Fuoriuscita, sbandamento",144,155,0
"732",2007,10,"Investimento pedone",187,225,4
"733",2007,10,"Scontro frontale",29,41,1
"734",2007,10,"Scontro frontale - laterale",460,637,2
"735",2007,10,"Scontro laterale",170,190,0
"736",2007,10,"Tamponamento",156,230,0
"737",2007,10,"Urto con ostacolo",58,64,1
"738",2007,10,"Urto con veicolo in fermata o sosta",139,175,1
"739",2007,11,"Altre cause",23,26,0
"740",2007,11,"Fuoriuscita, sbandamento",119,125,2
"741",2007,11,"Investimento pedone",185,219,2
"742",2007,11,"Scontro frontale",26,34,1
"743",2007,11,"Scontro frontale - laterale",439,638,3
"744",2007,11,"Scontro laterale",158,176,0
"745",2007,11,"Tamponamento",139,224,0
"746",2007,11,"Urto con ostacolo",66,87,0
"747",2007,11,"Urto con veicolo in fermata o sosta",147,202,0
"748",2007,12,"Altre cause",14,17,0
"749",2007,12,"Fuoriuscita, sbandamento",113,121,0
"750",2007,12,"Investimento pedone",155,191,0
"751",2007,12,"Scontro frontale",20,26,0
"752",2007,12,"Scontro frontale - laterale",354,529,1
"753",2007,12,"Scontro laterale",125,141,0
"754",2007,12,"Tamponamento",104,153,0
"755",2007,12,"Urto con ostacolo",63,79,0
"756",2007,12,"Urto con veicolo in fermata o sosta",133,191,0
"757",2008,1,"Altre cause",10,12,0
"758",2008,1,"Fuoriuscita, sbandamento",83,99,1
"759",2008,1,"Investimento pedone",183,221,4
"760",2008,1,"Scontro frontale",21,26,1
"761",2008,1,"Scontro frontale - laterale",318,511,0
"762",2008,1,"Scontro laterale",83,96,0
"763",2008,1,"Tamponamento",111,189,0
"764",2008,1,"Urto con ostacolo",70,91,1
"765",2008,1,"Urto con veicolo in fermata o sosta",111,149,0
"766",2008,2,"Altre cause",15,17,0
"767",2008,2,"Fuoriuscita, sbandamento",111,118,0
"768",2008,2,"Investimento pedone",137,164,1
"769",2008,2,"Scontro frontale",18,26,0
"770",2008,2,"Scontro frontale - laterale",358,532,3
"771",2008,2,"Scontro laterale",134,194,1
"772",2008,2,"Tamponamento",134,214,1
"773",2008,2,"Urto con ostacolo",55,67,0
"774",2008,2,"Urto con veicolo in fermata o sosta",117,156,0
"775",2008,3,"Altre cause",25,28,0
"776",2008,3,"Fuoriuscita, sbandamento",117,132,0
"777",2008,3,"Investimento pedone",127,153,1
"778",2008,3,"Scontro frontale",26,42,0
"779",2008,3,"Scontro frontale - laterale",399,621,2
"780",2008,3,"Scontro laterale",138,162,1
"781",2008,3,"Tamponamento",125,197,2
"782",2008,3,"Urto con ostacolo",60,72,0
"783",2008,3,"Urto con veicolo in fermata o sosta",161,214,0
"784",2008,4,"Altre cause",12,14,0
"785",2008,4,"Fuoriuscita, sbandamento",139,152,0
"786",2008,4,"Investimento pedone",121,134,3
"787",2008,4,"Scontro frontale",17,26,0
"788",2008,4,"Scontro frontale - laterale",441,645,1
"789",2008,4,"Scontro laterale",126,163,0
"790",2008,4,"Tamponamento",146,233,0
"791",2008,4,"Urto con ostacolo",75,92,0
"792",2008,4,"Urto con veicolo in fermata o sosta",134,171,0
"793",2008,5,"Altre cause",20,24,1
"794",2008,5,"Fuoriuscita, sbandamento",132,146,0
"795",2008,5,"Investimento pedone",111,134,1
"796",2008,5,"Scontro frontale",25,36,1
"797",2008,5,"Scontro frontale - laterale",389,600,5
"798",2008,5,"Scontro laterale",146,177,0
"799",2008,5,"Tamponamento",107,168,0
"800",2008,5,"Urto con ostacolo",48,62,3
"801",2008,5,"Urto con veicolo in fermata o sosta",166,227,0
"802",2008,6,"Altre cause",15,15,0
"803",2008,6,"Fuoriuscita, sbandamento",128,134,0
"804",2008,6,"Investimento pedone",128,139,2
"805",2008,6,"Scontro frontale",24,44,0
"806",2008,6,"Scontro frontale - laterale",428,642,3
"807",2008,6,"Scontro laterale",125,145,0
"808",2008,6,"Tamponamento",133,211,0
"809",2008,6,"Urto con ostacolo",73,90,1
"810",2008,6,"Urto con veicolo in fermata o sosta",151,203,0
"811",2008,7,"Altre cause",24,31,0
"812",2008,7,"Fuoriuscita, sbandamento",134,149,1
"813",2008,7,"Investimento pedone",112,134,2
"814",2008,7,"Scontro frontale",21,28,0
"815",2008,7,"Scontro frontale - laterale",417,594,1
"816",2008,7,"Scontro laterale",146,163,1
"817",2008,7,"Tamponamento",108,165,0
"818",2008,7,"Urto con ostacolo",74,86,0
"819",2008,7,"Urto con veicolo in fermata o sosta",142,180,0
"820",2008,8,"Altre cause",14,15,0
"821",2008,8,"Fuoriuscita, sbandamento",74,84,0
"822",2008,8,"Investimento pedone",42,49,1
"823",2008,8,"Scontro frontale",11,13,0
"824",2008,8,"Scontro frontale - laterale",208,330,1
"825",2008,8,"Scontro laterale",65,71,0
"826",2008,8,"Tamponamento",48,71,0
"827",2008,8,"Urto con ostacolo",50,59,2
"828",2008,8,"Urto con veicolo in fermata o sosta",63,86,0
"829",2008,9,"Altre cause",17,19,0
"830",2008,9,"Fuoriuscita, sbandamento",156,171,0
"831",2008,9,"Investimento pedone",136,171,2
"832",2008,9,"Scontro frontale",14,23,0
"833",2008,9,"Scontro frontale - laterale",389,557,6
"834",2008,9,"Scontro laterale",162,194,0
"835",2008,9,"Tamponamento",135,221,0
"836",2008,9,"Urto con ostacolo",52,58,0
"837",2008,9,"Urto con veicolo in fermata o sosta",137,190,0
"838",2008,10,"Altre cause",21,22,0
"839",2008,10,"Fuoriuscita, sbandamento",170,183,0
"840",2008,10,"Investimento pedone",167,197,2
"841",2008,10,"Scontro frontale",19,25,0
"842",2008,10,"Scontro frontale - laterale",439,655,1
"843",2008,10,"Scontro laterale",166,207,1
"844",2008,10,"Tamponamento",170,256,0
"845",2008,10,"Urto con ostacolo",71,73,3
"846",2008,10,"Urto con veicolo in fermata o sosta",155,197,0
"847",2008,11,"Altre cause",20,23,0
"848",2008,11,"Fuoriuscita, sbandamento",162,177,0
"849",2008,11,"Investimento pedone",196,233,1
"850",2008,11,"Scontro frontale",14,20,0
"851",2008,11,"Scontro frontale - laterale",389,566,0
"852",2008,11,"Scontro laterale",118,141,0
"853",2008,11,"Tamponamento",129,182,0
"854",2008,11,"Urto con ostacolo",63,70,0
"855",2008,11,"Urto con veicolo in fermata o sosta",140,182,1
"856",2008,12,"Altre cause",11,12,0
"857",2008,12,"Fuoriuscita, sbandamento",103,109,0
"858",2008,12,"Investimento pedone",163,187,3
"859",2008,12,"Scontro frontale",20,23,2
"860",2008,12,"Scontro frontale - laterale",298,446,1
"861",2008,12,"Scontro laterale",87,106,0
"862",2008,12,"Tamponamento",110,174,0
"863",2008,12,"Urto con ostacolo",59,71,0
"864",2008,12,"Urto con veicolo in fermata o sosta",111,153,0
"865",2009,1,"Altre cause",18,18,0
"866",2009,1,"Fuoriuscita, sbandamento",121,129,0
"867",2009,1,"Investimento pedone",129,144,0
"868",2009,1,"Scontro frontale",11,15,0
"869",2009,1,"Scontro frontale - laterale",262,410,1
"870",2009,1,"Scontro laterale",59,65,0
"871",2009,1,"Tamponamento",92,150,0
"872",2009,1,"Urto con ostacolo",63,83,0
"873",2009,1,"Urto con veicolo in fermata o sosta",98,134,0
"874",2009,2,"Altre cause",9,9,0
"875",2009,2,"Fuoriuscita, sbandamento",78,83,0
"876",2009,2,"Investimento pedone",126,149,2
"877",2009,2,"Scontro frontale",19,27,1
"878",2009,2,"Scontro frontale - laterale",271,405,2
"879",2009,2,"Scontro laterale",82,91,1
"880",2009,2,"Tamponamento",86,133,0
"881",2009,2,"Urto con ostacolo",64,73,0
"882",2009,2,"Urto con veicolo in fermata o sosta",91,126,0
"883",2009,3,"Altre cause",26,27,0
"884",2009,3,"Fuoriuscita, sbandamento",88,93,1
"885",2009,3,"Investimento pedone",159,187,1
"886",2009,3,"Scontro frontale",16,23,0
"887",2009,3,"Scontro frontale - laterale",334,476,0
"888",2009,3,"Scontro laterale",127,154,0
"889",2009,3,"Tamponamento",134,202,0
"890",2009,3,"Urto con ostacolo",100,117,0
"891",2009,3,"Urto con veicolo in fermata o sosta",145,196,0
"892",2009,4,"Altre cause",24,26,1
"893",2009,4,"Fuoriuscita, sbandamento",116,124,1
"894",2009,4,"Investimento pedone",119,133,2
"895",2009,4,"Scontro frontale",22,39,0
"896",2009,4,"Scontro frontale - laterale",328,497,1
"897",2009,4,"Scontro laterale",125,145,0
"898",2009,4,"Tamponamento",120,200,1
"899",2009,4,"Urto con ostacolo",77,95,0
"900",2009,4,"Urto con veicolo in fermata o sosta",113,156,0
"901",2009,5,"Altre cause",38,40,0
"902",2009,5,"Fuoriuscita, sbandamento",143,153,1
"903",2009,5,"Investimento pedone",112,131,1
"904",2009,5,"Scontro frontale",27,34,0
"905",2009,5,"Scontro frontale - laterale",403,566,0
"906",2009,5,"Scontro laterale",146,177,0
"907",2009,5,"Tamponamento",139,205,0
"908",2009,5,"Urto con ostacolo",72,79,0
"909",2009,5,"Urto con veicolo in fermata o sosta",140,180,0
"910",2009,6,"Altre cause",28,28,0
"911",2009,6,"Fuoriuscita, sbandamento",160,171,0
"912",2009,6,"Investimento pedone",119,144,3
"913",2009,6,"Scontro frontale",19,36,0
"914",2009,6,"Scontro frontale - laterale",412,608,1
"915",2009,6,"Scontro laterale",154,198,0
"916",2009,6,"Tamponamento",138,223,0
"917",2009,6,"Urto con ostacolo",61,77,3
"918",2009,6,"Urto con veicolo in fermata o sosta",148,201,0
"919",2009,7,"Altre cause",26,30,0
"920",2009,7,"Fuoriuscita, sbandamento",154,169,0
"921",2009,7,"Investimento pedone",125,151,1
"922",2009,7,"Scontro frontale",26,35,0
"923",2009,7,"Scontro frontale - laterale",353,502,2
"924",2009,7,"Scontro laterale",152,186,0
"925",2009,7,"Tamponamento",124,192,0
"926",2009,7,"Urto con ostacolo",70,86,0
"927",2009,7,"Urto con veicolo in fermata o sosta",137,175,0
"928",2009,8,"Altre cause",20,26,0
"929",2009,8,"Fuoriuscita, sbandamento",59,67,0
"930",2009,8,"Investimento pedone",46,56,2
"931",2009,8,"Scontro frontale",6,10,0
"932",2009,8,"Scontro frontale - laterale",188,321,1
"933",2009,8,"Scontro laterale",62,75,0
"934",2009,8,"Tamponamento",78,122,1
"935",2009,8,"Urto con ostacolo",50,58,2
"936",2009,8,"Urto con veicolo in fermata o sosta",77,103,0
"937",2009,9,"Altre cause",34,38,0
"938",2009,9,"Fuoriuscita, sbandamento",141,157,1
"939",2009,9,"Investimento pedone",138,170,1
"940",2009,9,"Scontro frontale",17,26,0
"941",2009,9,"Scontro frontale - laterale",349,503,2
"942",2009,9,"Scontro laterale",136,164,1
"943",2009,9,"Tamponamento",124,203,0
"944",2009,9,"Urto con ostacolo",55,69,2
"945",2009,9,"Urto con veicolo in fermata o sosta",135,178,0
"946",2009,10,"Altre cause",27,29,0
"947",2009,10,"Fuoriuscita, sbandamento",154,167,0
"948",2009,10,"Investimento pedone",143,170,1
"949",2009,10,"Scontro frontale",18,31,0
"950",2009,10,"Scontro frontale - laterale",388,574,2
"951",2009,10,"Scontro laterale",148,170,0
"952",2009,10,"Tamponamento",159,268,0
"953",2009,10,"Urto con ostacolo",82,89,0
"954",2009,10,"Urto con veicolo in fermata o sosta",154,204,1
"955",2009,11,"Altre cause",25,32,0
"956",2009,11,"Fuoriuscita, sbandamento",158,170,1
"957",2009,11,"Investimento pedone",162,196,3
"958",2009,11,"Scontro frontale",10,13,0
"959",2009,11,"Scontro frontale - laterale",382,566,1
"960",2009,11,"Scontro laterale",112,132,0
"961",2009,11,"Tamponamento",113,171,0
"962",2009,11,"Urto con ostacolo",79,103,0
"963",2009,11,"Urto con veicolo in fermata o sosta",109,165,0
"964",2009,12,"Altre cause",21,25,0
"965",2009,12,"Fuoriuscita, sbandamento",94,100,0
"966",2009,12,"Investimento pedone",143,172,1
"967",2009,12,"Scontro frontale",14,20,0
"968",2009,12,"Scontro frontale - laterale",293,424,0
"969",2009,12,"Scontro laterale",80,114,0
"970",2009,12,"Tamponamento",103,165,0
"971",2009,12,"Urto con ostacolo",53,64,0
"972",2009,12,"Urto con veicolo in fermata o sosta",113,146,1
"973",2010,1,"Altre cause",14,15,0
"974",2010,1,"Fuoriuscita, sbandamento",93,104,0
"975",2010,1,"Investimento pedone",126,146,3
"976",2010,1,"Scontro frontale",15,23,1
"977",2010,1,"Scontro frontale - laterale",251,397,2
"978",2010,1,"Scontro laterale",87,110,0
"979",2010,1,"Tamponamento",85,142,0
"980",2010,1,"Urto con ostacolo",72,85,1
"981",2010,1,"Urto con veicolo in fermata o sosta",86,116,0
"982",2010,2,"Altre cause",16,16,0
"983",2010,2,"Fuoriuscita, sbandamento",83,89,0
"984",2010,2,"Investimento pedone",125,145,1
"985",2010,2,"Scontro frontale",12,27,0
"986",2010,2,"Scontro frontale - laterale",258,414,2
"987",2010,2,"Scontro laterale",75,83,0
"988",2010,2,"Tamponamento",104,164,0
"989",2010,2,"Urto con ostacolo",66,71,1
"990",2010,2,"Urto con veicolo in fermata o sosta",99,137,0
"991",2010,3,"Altre cause",16,17,0
"992",2010,3,"Fuoriuscita, sbandamento",114,121,0
"993",2010,3,"Investimento pedone",158,189,2
"994",2010,3,"Scontro frontale",17,29,0
"995",2010,3,"Scontro frontale - laterale",347,535,1
"996",2010,3,"Scontro laterale",123,140,0
"997",2010,3,"Tamponamento",112,157,0
"998",2010,3,"Urto con ostacolo",90,110,1
"999",2010,3,"Urto con veicolo in fermata o sosta",130,173,0
"1000",2010,4,"Altre cause",23,29,0
"1001",2010,4,"Fuoriuscita, sbandamento",119,126,0
"1002",2010,4,"Investimento pedone",119,145,3
"1003",2010,4,"Scontro frontale",27,51,0
"1004",2010,4,"Scontro frontale - laterale",354,530,0
"1005",2010,4,"Scontro laterale",120,131,0
"1006",2010,4,"Tamponamento",149,246,0
"1007",2010,4,"Urto con ostacolo",91,113,1
"1008",2010,4,"Urto con veicolo in fermata o sosta",111,138,0
"1009",2010,5,"Altre cause",24,28,0
"1010",2010,5,"Fuoriuscita, sbandamento",127,143,1
"1011",2010,5,"Investimento pedone",140,167,1
"1012",2010,5,"Scontro frontale",16,19,0
"1013",2010,5,"Scontro frontale - laterale",362,555,2
"1014",2010,5,"Scontro laterale",122,141,0
"1015",2010,5,"Tamponamento",143,227,0
"1016",2010,5,"Urto con ostacolo",89,108,0
"1017",2010,5,"Urto con veicolo in fermata o sosta",131,164,0
"1018",2010,6,"Altre cause",27,28,0
"1019",2010,6,"Fuoriuscita, sbandamento",141,152,0
"1020",2010,6,"Investimento pedone",128,149,1
"1021",2010,6,"Scontro frontale",17,29,0
"1022",2010,6,"Scontro frontale - laterale",341,493,2
"1023",2010,6,"Scontro laterale",147,178,0
"1024",2010,6,"Tamponamento",127,218,0
"1025",2010,6,"Urto con ostacolo",76,88,1
"1026",2010,6,"Urto con veicolo in fermata o sosta",129,179,0
"1027",2010,7,"Altre cause",18,19,0
"1028",2010,7,"Fuoriuscita, sbandamento",130,142,0
"1029",2010,7,"Investimento pedone",111,132,3
"1030",2010,7,"Scontro frontale",10,10,0
"1031",2010,7,"Scontro frontale - laterale",360,547,4
"1032",2010,7,"Scontro laterale",151,191,0
"1033",2010,7,"Tamponamento",110,189,0
"1034",2010,7,"Urto con ostacolo",69,79,2
"1035",2010,7,"Urto con veicolo in fermata o sosta",114,141,0
"1036",2010,8,"Altre cause",10,12,0
"1037",2010,8,"Fuoriuscita, sbandamento",64,69,0
"1038",2010,8,"Investimento pedone",38,42,2
"1039",2010,8,"Scontro frontale",11,22,0
"1040",2010,8,"Scontro frontale - laterale",188,318,0
"1041",2010,8,"Scontro laterale",49,56,0
"1042",2010,8,"Tamponamento",58,91,0
"1043",2010,8,"Urto con ostacolo",55,71,1
"1044",2010,8,"Urto con veicolo in fermata o sosta",57,82,0
"1045",2010,9,"Altre cause",15,15,0
"1046",2010,9,"Fuoriuscita, sbandamento",125,136,0
"1047",2010,9,"Investimento pedone",117,140,2
"1048",2010,9,"Scontro frontale",17,26,0
"1049",2010,9,"Scontro frontale - laterale",320,451,0
"1050",2010,9,"Scontro laterale",126,151,0
"1051",2010,9,"Tamponamento",130,190,1
"1052",2010,9,"Urto con ostacolo",66,91,2
"1053",2010,9,"Urto con veicolo in fermata o sosta",106,147,0
"1054",2010,10,"Altre cause",20,21,0
"1055",2010,10,"Fuoriuscita, sbandamento",119,124,0
"1056",2010,10,"Investimento pedone",158,204,0
"1057",2010,10,"Scontro frontale",20,34,0
"1058",2010,10,"Scontro frontale - laterale",399,577,1
"1059",2010,10,"Scontro laterale",129,154,0
"1060",2010,10,"Tamponamento",122,204,0
"1061",2010,10,"Urto con ostacolo",73,88,1
"1062",2010,10,"Urto con veicolo in fermata o sosta",106,145,0
"1063",2010,11,"Altre cause",19,27,0
"1064",2010,11,"Fuoriuscita, sbandamento",140,157,0
"1065",2010,11,"Investimento pedone",153,184,0
"1066",2010,11,"Scontro frontale",17,32,0
"1067",2010,11,"Scontro frontale - laterale",334,491,1
"1068",2010,11,"Scontro laterale",108,131,0
"1069",2010,11,"Tamponamento",117,167,0
"1070",2010,11,"Urto con ostacolo",85,105,1
"1071",2010,11,"Urto con veicolo in fermata o sosta",102,135,1
"1072",2010,12,"Altre cause",11,12,0
"1073",2010,12,"Fuoriuscita, sbandamento",112,113,1
"1074",2010,12,"Investimento pedone",174,214,3
"1075",2010,12,"Scontro frontale",8,11,0
"1076",2010,12,"Scontro frontale - laterale",250,400,0
"1077",2010,12,"Scontro laterale",52,61,0
"1078",2010,12,"Tamponamento",106,156,0
"1079",2010,12,"Urto con ostacolo",110,138,0
"1080",2010,12,"Urto con veicolo in fermata o sosta",69,91,0
"1081",2011,1,"Altre cause",14,16,0
"1082",2011,1,"Fuoriuscita, sbandamento",47,48,0
"1083",2011,1,"Investimento pedone",112,128,1
"1084",2011,1,"Scontro frontale",13,15,0
"1085",2011,1,"Scontro frontale - laterale",243,400,3
"1086",2011,1,"Scontro laterale",60,80,0
"1087",2011,1,"Tamponamento",71,108,0
"1088",2011,1,"Urto con ostacolo",64,84,0
"1089",2011,1,"Urto con veicolo in fermata o sosta",77,119,0
"1090",2011,2,"Altre cause",13,13,0
"1091",2011,2,"Fuoriuscita, sbandamento",76,82,1
"1092",2011,2,"Investimento pedone",146,170,1
"1093",2011,2,"Scontro frontale",14,19,0
"1094",2011,2,"Scontro frontale - laterale",281,422,1
"1095",2011,2,"Scontro laterale",88,102,0
"1096",2011,2,"Tamponamento",91,151,0
"1097",2011,2,"Urto con ostacolo",55,65,0
"1098",2011,2,"Urto con veicolo in fermata o sosta",69,94,0
"1099",2011,3,"Altre cause",17,19,0
"1100",2011,3,"Fuoriuscita, sbandamento",86,89,1
"1101",2011,3,"Investimento pedone",150,170,1
"1102",2011,3,"Scontro frontale",19,28,0
"1103",2011,3,"Scontro frontale - laterale",345,517,2
"1104",2011,3,"Scontro laterale",107,128,0
"1105",2011,3,"Tamponamento",95,156,0
"1106",2011,3,"Urto con ostacolo",64,81,1
